reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8dad49e5-160a-4c8c-b90f-ffc663988e0e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ko bayar pilih pake qris keluarnya virtual akun,bank Jateng lagi pilih menu ganti metode bayar ga ada pilihannya. cuma nampilin kode bayar yang sama",3,2,3.1.4,2026-05-06 12:23:48,,,3.1.4
0ae7fc0b-76da-4cf0-b11e-e055d414d4a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kok semakin parah kenapa ya... buat cek pajak kendaraan aja ada yang bisa ada yang tidak,padahal semuanya kendaraan pajak masih jalan",1,87,3.1.4,2026-05-10 15:03:42,,,3.1.4
928a0dde-8c28-4125-872c-eb53ce932759,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sekarang malah ribet amat. Bukannya mempermudah bayar pajak, eh, ini malah jadi ribet. Padahal motor punya sendiri gak hasil nyolong.",2,0,3.1.4,2026-05-18 12:42:36,,,3.1.4
133857e0-3454-4248-b9a4-d95ff2d18dc7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ada apknya bukanya mkin mudah mlah di persulit cuma bisa bayar pke bank jateng giliran ada minjem ttangga ttp gak bisa ampun ampun gak ada gunanya bukan memper muda malah bikin orang setresss,1,0,3.1.4,2026-05-18 20:42:55,,,3.1.4
c94e42ab-9982-459e-bcc6-3df0f67d6de1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya sangat bermanfaat untuk sekedar cek informasi kendaraan, sangat mudah digunakan",5,2,3.1.4,2026-04-26 18:30:28,,,3.1.4
f1679e05-fc16-4bb8-aaaa-97977e54c092,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pertama x bayar pajak online ternyata mempermudah, untuk cetak juga bisa di samsat keliling di hari minggu di alun² Terimakasih",5,1,3.1.4,2026-04-26 08:27:59,,,3.1.4
62fe876a-ccf2-4a15-994b-e7f50957fa8b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya Bayar Melalui INDOMARET Sudah Bayar Dan Sudah Keluar Resi Dan Kode Pembayaran Tetapi DiAplikasi Belum Terverifikasi.... malah Kadaluarsa Pembayarannya ini Gimana Ya Pak Gubernur Atau Admin???,2,0,3.1.4,2026-05-19 14:44:02,,,3.1.4
79a2f71a-29df-4f60-9147-1803d4fe56f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya sering eror .. pengajuan sulit banyak error ..sangat menyita waktu.. 2 hari berproses hasilnya gagal .. sangat menyedihkan ..bukanya memudahkan malah selalu saja mempersulit niat baik membayar pajak .. gagal. memang begitulah apa adanya .. Bahkan Doa untuk "" memohon kemudahan""pun tidak berlaku untuk instansi yang kita cintai ini . kita harus maklum menghadapinya .",1,0,,2026-05-03 01:34:34,,,
0ed65225-18ee-430c-834b-e588da896f26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"server sangat busuk, sebagai warga negara yang taat pajak saya kecewa, bayar pajak ke negara tapi kualitas pelayanan di samsat dan via online sama saja kualitas nya",1,1,3.1.4,2026-04-13 14:25:46,,,3.1.4
aef069f7-d8cd-49fa-b7b5-cb714fd1fe96,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sekarang aplikasi.nya sudah gak berguna bgt emang. sudah tidak bisa buat ngecek lagi.,1,1,3.1.4,2026-04-14 17:13:05,,,3.1.4
ba6f1565-c0d0-46aa-8bdc-58e1cda2bdcc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dulu sebelum pajak naik di jateng masih bisa cek berapa nominal yang harus dibayarkan. sekarang ketika pajak sudah naik, kalau mau cek biaya pajak sudah tidak bisa.. kalau ada yang susah kenapa dipermudah.. #selalu berbenah tapi kenyataan e rak nggenah..!!",1,8,3.1.2,2026-04-01 16:46:32,,,3.1.2
4416cb32-d61a-460a-a5dc-2ae8423bd914,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sekarang sudah tidak berguna, karena saat mau mengecek katanya jaringan tidak stabil , masalah jaringan ,imou5 salah ,padahal buat yutub dan sebagainya lancar lancar saja, tp buat cek beberapa kendaraan sama saja bahkan sudah pake wifi pun masih tidak bisa ,,barerati Fik udah ga berguna",1,5,3.1.2,2026-04-08 11:48:27,,,3.1.2
2f61146b-a16a-4142-846a-6a63c2f03d54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengembangnya baca nggak ya kira2? ini upload fotonya kenapa g bisa dari gallery? trus muncul error 413 yang mana kalo dicari tahu, ternyata filenya kebesaran. jepretnya aja langsung pake kamera belakang, gimana bisa ngatur ukuran file. lagian hape sekarang resolusi kan gede2. diakalin pake hp jelek yang resolusi kamera jelek, baru bisa. badut bangettt.",2,28,3.1.2,2026-01-12 08:56:33,,,3.1.2
805abd0e-da53-45f0-bc66-e1473b579f3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nggak ada perbaikan tahun ketahun... Kode baya VA Bank Jateng nggak bisa dibayar... Kontak Center nggak jalan...,1,0,3.1.4,2026-05-06 19:52:47,,,3.1.4
8e824b09-4366-451a-b4b1-375210879f8e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi berantakan ga teratur ga bisa bayar milik keluarga dan gaada kode bayar, projek anak smk",1,0,3.1.4,2026-05-11 11:22:58,,,3.1.4
ab5530fd-c8e8-4477-bc48-1d33ee6c8460,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masih perlu perbaikan lagi, pertama masalah upload dokumen, kenapa harus difoto langsung? itu sedikit mempersulit jika kita beli kendaraan second, kedua menurut saya kok diaplikasi lebih ribet ya, sudah proses diapk, trus pengesahan tetep disamsat??? lebih cepat mending langsung ke samsat aja tidak 2x proses.. buang2 waktu.. alangkah baiknya ada opsi untuk cetak dan kirim dokumen ke alamat dituju.. lebih efisien..",1,2,,2025-08-29 11:07:04,,,
bd83a2fe-b69d-4848-952a-7957bd7bc050,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"SETELAH DIUPDATE MALAH MENJADI APLIKASI YANG USELESS. YOU KNOW USELESS??? KEMBALIKAN VERSI YANG LAMA!!! Revisi (19/3/2026) : Sekarang lebih simpel ketika mau bayar pajak, hanya mendaftar saja (NIK, Nomor HP, Email, foto KTP, foto STNK, Selfie dengan KTP), sudah tidak perlu foto kendaraan dari berbagai sudut. Saya beri bintang 4, karena aplikasi masi sering error/kurang lancar. Maturnuwun.",4,2,3.1.2,2026-03-19 14:08:31,,,3.1.2
aaa60436-b548-4eef-a9ac-1192e83e7f97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ada untuk mempermudah, bukan mempersulit, kok susah ribet banget buat bayar pajak, foto ini itu, pake kamera belakang pula, aplikasi punya provinsi tetangga ga serepot ini, mudah dan gampang, pilihan pembayaran juga banyak, tolong dong pilih orang yg kompeten ngurus aplikasinya, bikin jd lebih mudah, bukan ribet!!!",1,18,3.1.2,2026-03-01 04:52:06,,,3.1.2
825a57ad-e9e8-401e-a340-2422d1c365f9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Masih lebih bagus tampilan awal, karna biaya dan lain2nya terlihat jelas, saat pengecekan nomor kendaraan.. Tolong lah IT nya anggarannya buat update applikasinya dipergunakan yang benar, update tampilan kok malah tidak membantu sama sekali.",1,680,3.0.1,2025-01-22 23:32:49,,,3.0.1
7971e94f-6b4b-488c-9122-5d3ce397ea43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kacau...gak di update sama servernya...gini ini mau bangga jadi Warga jawa tengah... hallo gaeesss.......nyinyir doang bisanya,1,0,3.1.4,2026-04-26 21:14:56,,,3.1.4
3937c6e1-2a11-4e3f-bbdf-19636b51b53f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi enak yg dulu. Mau bayar tampilan bank cuman Bank Jateng saja, di bayar di Indomaret/Alfa info kasir tidak bisa, di bayar di gotagihan tidak bisa, mau ubah cara bayar harus nunggu 2 jam dulu.tolong di perbaiki lagi kami orang orang yg sibuk.ingin tertib pajak, kembalikan setelan yg dulu tolong.",1,1,,2025-03-16 10:16:17,,,
78b2fff3-bb3d-4118-8394-876ee2cd57cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"-Konten panduan kosong -Tidak bisa ganti pembayaran, metode pembayaran belum bisa pakai bank lain selain bank jateng, dan ewallet belom connect -Masih ada menu yg tidak berfungsi. -download e tbpkp/ bukti bayar tidak bisa -ada tagihan yg tidak terhitung, jadi bayar beda dengan e pengesahan Sebelum rilis, test dulu sama internal semua menu kira2 berfungsi apa enggak. Biar enggak malu maluin",3,84,3.0.0,2025-01-15 17:41:04,,,3.0.0
189593f6-e75d-4516-8c87-a651d75cd771,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah ada perbaikan dan APK bisa di gunakan lagi,,",5,1,3.1.4,2026-04-15 10:42:01,,,3.1.4
82c800f9-6b15-4da4-8035-fe28c87ecdcc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,diharapkan untuk pembelian motor bekas tanpa menggunakan verivikasi KTP pemilik sebelumnya agar mempermudah pembeli motor bekas cukup data kendaraan dan KTP pemilik baru. terima kasih,2,2,3.1.4,2026-04-21 17:29:54,,,3.1.4
d73eff5c-a141-412e-8f34-267a594047d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Untuk reting bintang apk newsakpole yg sekarang tambah ribet cukup 1 bintang saja... Kurang efesien n kurang simpel.. Apk yg dlu lebih simpel n gampang... Untuk pembayaran gak bebas kayak dlu skarang tertera cuma beberapa bank saja... Untuk lampiran foto gak bisa ambil dari galeri n tambahan foto ktp berserta pemiliknya aku kira ini seperti pinjol saja... Tolong direvisi lagi n diperbarui lagi sistemnya,1,2,2.1.6,2022-10-15 19:10:12,,,2.1.6
37f7b4d1-c969-48e7-954e-06f716329472,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus tampilan sebelumnya, sekarang mau tau info samsat yg terdaftar pada kendaraan yg pajaknya aktif tdk bisa. Kalo yg dulu kan meskipun sudah dibayar pajaknya, masih bisa dilihat rincian info kendaaraannya. Tolong dievaluasi lagi bapak/ibu IT",1,0,,2025-01-25 15:59:10,,,
6bfd1870-23eb-4beb-af58-3c41cc46e12a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sering masalah dengan koneksi. Sudah dicoba dengab hotspot pribadi tetap bermasalah koneksi. Petunjuk dari aplikasi adalah update, tetapi tidak ada opsi update di playatore (bertuliskan buka), artinya aplikasi sudah/ tidak ada update. Lalu bagaimana saya bisa bayar?",1,63,2.1.6,2022-12-12 10:01:10,,,2.1.6
69e09829-849f-4129-9073-d9d0285afe8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lebih enak versi lama , sekarang verifikasi nya lama... Udah gitu dikasih batas waktu lagi dan ga dapet notifikasi kapan sudah diverifikasi , punya saya pengajuan pendaftaran tgl 19 , ga ada notif seharian tiba² tgl 23 saya buka ternyata ada jatuh tempo verifikasi aktif cuma sampai tgl 22 , ribet lah ... Dulu tinggal input data dapet kode bayar beres",1,1,,2022-04-23 16:58:47,,,
1f93095b-8185-45fb-9ffd-820f1dac3ff3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi tidak berfungsi sama sekali, ga bisa buat bayar pajak, dan cek denda atau jumlah pembayaran pajak bermotor. Padahal sinyal wifi dan data sudah full, tapi no connected internet terus,segera diperbaiki lagi aplikasinya! kalau mau bayar manual antrenya panjang banget , semoga aplikasinya cepat diperbaiki. Biar makin semangat bayar pajaknya",1,1249,2.1.10,2025-01-04 10:15:41,,,2.1.10
0a0f4288-7783-45b4-b365-68816f3171a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Daftar pembayaran dr tgl 24 sudah verifikasi, saat mau bayar pakai Tokopedia gabisa katanya operator ada gangguan. Sampai skg tgl 27 Januari 2025 blm bisa digunakan lagi bahkan harus daftar pembayaran lagi. Mau bayar taat pajak tapi apadaya....",1,46,3.0.1,2025-01-27 14:50:38,,,3.0.1
8a09c6c2-eb47-4d66-91bd-a6b6a68a2128,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"loadingnya lamaaaaaa banget... bisa buat menyerang negara Api dulu... upload STNK, KTP, selfie mesti lewat kamera belakang dan sudah banget buat ngepas2innya... Aplikasi sebelum didevelop ga ditest dulu apa? masih banyak bug kayak gini udah dirilis aja..",1,2,3.1.2,2026-04-06 11:29:09,,,3.1.2
6b482014-a133-4afa-82c9-dacc196ae13c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tambahan saja min, tolong di kasih menu untuk ""blokir/proteksi"" kendaraan yang sudah di jual. Dan tambahan menu ""pesan"" jika proses validasi/pengesahan sudah selesai. Dan satu lagi, ada menu E-TLE utk cek kendaraan yang di tilang/bayar e-tle biar semakin lengkap.",4,61,2.0.0,2021-06-23 09:35:05,"terimakasih, nantikan di update berikutnya",2021-06-23 12:26:08,2.0.0
f7db6010-702b-4cc0-8b04-e5bd40347dae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya gak bisa di gunakan sering eror,1,0,3.1.4,2026-05-05 23:23:53,,,3.1.4
125c9ede-7c0a-44f5-880d-cad9eb8d14fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Harus di Optimasi lagi lebih simple, misal kita sebagai pemilik ke 2 untuk pembayaran pajak secara onlin cukup pakai KTP pemilik ke 2 saja gak perlu pakai atas nama pemilik ke 1. Lebih simple dan Efisien karena NIK kita juga udah Elektronik bisa saling nyambung data basednya.. mohon bisa di pertimbangkan bagian IT nya.",3,18,2.1.3,2021-08-16 11:47:02,,,2.1.3
beb4abcf-3375-407b-b3e0-63e5272d922e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kupikir bakalan lebih praktis, tinggal datang ke samsat minta cetak notis pajak, tauknya sama saja di suruh ngumpulin kayak perpanjangan konvensional biasa... Paling tidak kasihlah loket khusus buat yg menggunakan aplikasi ini di samsat. Dan harus bisa di samsat apapun, baik online, keliling atau yg lainnya. Percuma kek ada aplikasinya tp secara offline ngga memadahi juga biar praktis.",1,103,2.1.10,2024-09-23 11:36:22,,,2.1.10
573ae90d-a2b8-4117-884d-64c01196d501,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak bisa ganti metode pembayaran. upload foto harus dari kamera belakang, gak bisa ambil dari galeri. untuk developernya, mohon dipertimbangkan lagi fitur2nya. terutama yang ganti metode pembayaran, seperti belum ada user acceptance test. kok ga fungsi menu nya.",1,67,3.1.2,2026-01-08 09:17:10,,,3.1.2
94be1f01-ef47-42b8-8901-8df890e3862f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Verifikasi nya lambat, akhirnya pindah ke aplikasi sebelah ""Signal - Korlantas"" lebih cepat ga perlu foto STNK atau foto kendaraan. Buat pengembang atau pengelola, saran ditingkatkan lagi. Pengurusan online dimaksudkan mempermudah, bukan sebaliknya.",3,40,2.1.4,2021-11-23 14:50:02,,,2.1.4
5c1fd250-d017-4dab-81eb-c31236950c8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Waktu 2024 aplikasi masih bisa di gunakan. Dan di akhir Desember muncul notif kalo aplikasi sedang perbaikan sampai 2 Januari .lepas dari 2 Januari saya kira hp saya yg eror karena saat aplikasi dibuka dan digunakan muncul ""no internet connection"" . 🗿Stlh saya cek di komentar2 ternyata sama semua hadeeh pak benerin dong woi .",1,47,2.1.10,2025-01-10 16:53:34,,,2.1.10
636219f6-89d1-46e4-a890-250c41fa9f8d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah bagus aplikasi yg kemarin,di upgrade malah gak pernah bisa nge cek status pajak kendaraan,,tidak bisa mengetahui jenis dan merk kendaraan dari plat nmr,kalo sudah bayar pajak cuma ada keterangan kendaraan tersebut sudah membayar pajak,malah gak bisa lihat Marek dan tahun kendaraan,padah dua poin itu sangat penting,,kalo belum siap dengan yg baru.setidaknya pertahankan yg Kya kemarin yg simpel pengoperasian nya...",1,343,3.0.1,2025-02-07 23:05:09,,,3.0.1
ab769f28-18b6-4cc3-8152-f82744daa841,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sudah lama tidak bisa diakses, setelah update tetap bermasalah.. semua menu keterangannya ""data tidak ditemukan"" Tolong.. jangan cuma display nya saja yg cantik, tapi semua fiturnya supaya bisa digunakan cantik juga alias bisa digunakan sebagaimana mestinya..",1,247,3.0.0,2025-01-15 09:24:31,,,3.0.0
